Order_ID,Customer_ID,Date,Age,Gender,City,Product_Category,Unit_Price,Quantity,Discount_Amount,AVG order_value,Total_Amount,Payment_Method,Device_Type,Is_Returning_Customer,Delivery_Time_Days,Customer_Rating,month
ORD_000584,CUST_00584,25-02-2023,62,Male,Gaziantep,Beauty,85.3,1,0,85.3,85.3,Digital Wallet,Mobile,No,2,4,Feb
ORD_004949,CUST_04949,25-02-2023,30,Female,Istanbul,Fashion,291.6,1,0,291.6,291.6,Credit Card,Mobile,No,3,5,Feb
ORD_002959,CUST_02959,25-02-2023,48,Female,Gaziantep,Food,40.96,2,9.24,36.34,72.68,Credit Card,Mobile,No,4,4,Feb
ORD_002492,CUST_02492,26-02-2023,26,Male,Istanbul,Fashion,401.01,1,0,401.01,401.01,Bank Transfer,Mobile,Yes,6,4,Feb
ORD_002055,CUST_02055,26-02-2023,18,Female,Istanbul,Fashion,95.71,5,8.33,94.04,470.22,Bank Transfer,Mobile,Yes,4,1,Feb
ORD_003081,CUST_03081,26-02-2023,49,Female,Adana,Fashion,162.96,1,18.67,144.29,144.29,Credit Card,Mobile,Yes,6,4,Feb
ORD_003043,CUST_03043,26-02-2023,27,Female,Ankara,Beauty,132.63,3,0,132.63,397.89,Credit Card,Mobile,Yes,4,4,Feb
ORD_002478,CUST_02478,26-02-2023,52,Male,Istanbul,Fashion,80.21,1,0,80.21,80.21,Debit Card,Tablet,Yes,4,4,Feb
ORD_001817,CUST_01817,26-02-2023,18,Male,Istanbul,Fashion,177.98,5,28.29,172.32,861.61,Bank Transfer,Mobile,No,1,4,Feb
ORD_000165,CUST_00165,26-02-2023,46,Male,Ankara,Food,40.43,3,9.11,37.39,112.18,Digital Wallet,Mobile,No,8,5,Feb
ORD_000528,CUST_00528,27-02-2023,35,Male,Kayseri,Electronics,1122.12,2,0,1122.12,2244.24,Cash on Delivery,Tablet,No,3,4,Feb
ORD_003484,CUST_03484,27-02-2023,34,Male,Bursa,Fashion,743.13,2,72.17,707.05,1414.09,Credit Card,Desktop,Yes,7,3,Feb
ORD_000228,CUST_00228,27-02-2023,22,Female,Izmir,Home & Garden,654.97,4,195.13,606.19,2424.75,Credit Card,Mobile,Yes,10,5,Feb
ORD_003371,CUST_03371,27-02-2023,34,Male,Bursa,Fashion,84.09,2,0,84.09,168.18,Debit Card,Desktop,Yes,3,4,Feb
ORD_000193,CUST_00193,27-02-2023,37,Male,Bursa,Electronics,2450.69,1,0,2450.69,2450.69,Credit Card,Desktop,Yes,6,4,Feb
ORD_000002,CUST_00002,27-02-2023,33,Male,Istanbul,Fashion,166.17,2,0,166.17,332.34,Debit Card,Mobile,Yes,8,5,Feb
ORD_004649,CUST_04649,27-02-2023,18,Male,Bursa,Food,105.26,1,17.29,87.97,87.97,Bank Transfer,Desktop,No,2,5,Feb
ORD_003265,CUST_03265,27-02-2023,42,Male,Istanbul,Toys,233.43,3,0,233.43,700.29,Credit Card,Mobile,Yes,5,3,Feb
ORD_004332,CUST_04332,27-02-2023,21,Male,Istanbul,Books,34.83,2,0,34.83,69.66,Bank Transfer,Mobile,Yes,3,2,Feb
ORD_004167,CUST_04167,28-02-2023,31,Female,Ankara,Beauty,38.09,2,0,38.09,76.18,Bank Transfer,Mobile,No,4,5,Feb
ORD_001379,CUST_01379,28-02-2023,27,Male,Istanbul,Food,94.08,5,0,94.08,470.4,Digital Wallet,Desktop,No,5,5,Feb
ORD_002052,CUST_02052,28-02-2023,24,Male,Istanbul,Electronics,6233.25,3,0,6233.25,18699.75,Credit Card,Desktop,No,12,4,Feb
ORD_000948,CUST_00948,28-02-2023,26,Female,Izmir,Beauty,69.2,1,0,69.2,69.2,Bank Transfer,Desktop,No,2,4,Feb
ORD_004334,CUST_04334,28-02-2023,37,Male,Istanbul,Books,66.18,3,0,66.18,198.54,Digital Wallet,Mobile,Yes,6,3,Feb
ORD_004237,CUST_04237,28-02-2023,52,Male,Konya,Beauty,89.45,1,0,89.45,89.45,Debit Card,Mobile,No,3,3,Feb
ORD_002115,CUST_02115,28-02-2023,43,Female,Gaziantep,Sports,189.85,4,0,189.85,759.4,Bank Transfer,Mobile,Yes,10,3,Feb
ORD_001896,CUST_01896,28-02-2023,30,Male,Izmir,Sports,409.55,1,0,409.55,409.55,Credit Card,Mobile,No,5,4,Feb
ORD_001156,CUST_01156,28-02-2023,47,Male,Istanbul,Food,61.42,1,17.14,44.28,44.28,Credit Card,Desktop,No,6,4,Feb
ORD_004224,CUST_04224,28-02-2023,49,Female,Konya,Books,179.36,1,16.93,162.43,162.43,Credit Card,Desktop,Yes,16,5,Feb
ORD_001837,CUST_01837,28-02-2023,21,Female,Ankara,Fashion,92.74,2,0,92.74,185.48,Digital Wallet,Desktop,Yes,15,5,Feb
ORD_001238,CUST_01238,28-02-2023,28,Female,Istanbul,Toys,89.35,3,0,89.35,268.05,Credit Card,Mobile,Yes,7,5,Feb
ORD_000935,CUST_00935,28-02-2023,40,Male,Kayseri,Sports,561.67,2,0,561.67,1123.34,Credit Card,Mobile,No,9,3,Feb
ORD_002148,CUST_02148,28-02-2023,25,Female,Istanbul,Food,21.01,4,5.17,19.72,78.87,Digital Wallet,Desktop,Yes,8,5,Feb
ORD_000185,CUST_00185,28-02-2023,32,Male,Antalya,Home & Garden,1647.9,4,361.69,1557.48,6229.91,Digital Wallet,Tablet,No,14,5,Feb
ORD_001973,CUST_01973,28-02-2023,42,Male,Kayseri,Home & Garden,178.37,3,19.62,171.83,515.49,Digital Wallet,Mobile,No,8,4,Feb
ORD_004034,CUST_04034,28-02-2023,18,Female,Izmir,Toys,59.58,4,0,59.58,238.32,Credit Card,Tablet,Yes,3,5,Feb
ORD_002700,CUST_02700,28-02-2023,50,Female,Adana,Sports,97.71,1,0,97.71,97.71,Credit Card,Mobile,Yes,10,5,Feb
ORD_001672,CUST_01672,28-02-2023,30,Male,Eskisehir,Home & Garden,336.8,4,0,336.8,1347.2,Digital Wallet,Mobile,Yes,11,5,Feb
ORD_001331,CUST_01331,01-03-2023,53,Female,Gaziantep,Fashion,141.97,2,0,141.97,283.94,Digital Wallet,Mobile,Yes,2,4,Mar
ORD_000637,CUST_00637,01-03-2023,44,Male,Ankara,Fashion,126.58,4,0,126.58,506.32,Debit Card,Tablet,Yes,7,2,Mar
ORD_004142,CUST_04142,01-03-2023,54,Male,Bursa,Books,49.49,5,0,49.49,247.45,Credit Card,Desktop,Yes,7,4,Mar
ORD_004258,CUST_04258,01-03-2023,52,Male,Antalya,Food,40.56,2,5.83,37.65,75.29,Debit Card,Desktop,Yes,11,2,Mar
ORD_000620,CUST_00620,01-03-2023,37,Male,Gaziantep,Beauty,126.2,5,0,126.2,631,Credit Card,Mobile,No,5,5,Mar
ORD_000487,CUST_00487,01-03-2023,27,Female,Izmir,Home & Garden,287.64,1,70.08,217.56,217.56,Credit Card,Mobile,No,9,5,Mar
ORD_003385,CUST_03385,01-03-2023,48,Female,Bursa,Beauty,247.29,5,0,247.29,1236.45,Credit Card,Mobile,No,5,5,Mar
ORD_004793,CUST_04793,01-03-2023,33,Male,Konya,Fashion,84.68,4,14.84,80.97,323.88,Credit Card,Mobile,Yes,9,4,Mar
ORD_001724,CUST_01724,01-03-2023,42,Female,Ankara,Sports,157.04,1,0,157.04,157.04,Credit Card,Mobile,No,3,4,Mar
ORD_004728,CUST_04728,01-03-2023,29,Female,Ankara,Electronics,2098.95,2,0,2098.95,4197.9,Cash on Delivery,Mobile,No,11,3,Mar
ORD_001730,CUST_01730,01-03-2023,57,Male,Bursa,Books,44.58,4,8.07,42.56,170.25,Cash on Delivery,Tablet,No,6,4,Mar
ORD_002988,CUST_02988,02-03-2023,36,Male,Bursa,Food,11.72,1,0,11.72,11.72,Credit Card,Mobile,No,4,4,Mar
ORD_003321,CUST_03321,02-03-2023,37,Female,Antalya,Electronics,373.58,4,0,373.58,1494.32,Debit Card,Tablet,Yes,11,3,Mar
ORD_003332,CUST_03332,02-03-2023,18,Male,Bursa,Toys,62.42,3,0,62.42,187.26,Bank Transfer,Mobile,Yes,2,5,Mar
ORD_002708,CUST_02708,02-03-2023,35,Male,Istanbul,Books,79.14,1,8.44,70.7,70.7,Bank Transfer,Tablet,Yes,6,3,Mar
ORD_004762,CUST_04762,02-03-2023,43,Female,Ankara,Toys,68.61,1,0,68.61,68.61,Debit Card,Mobile,No,2,5,Mar
ORD_003626,CUST_03626,02-03-2023,23,Female,Adana,Beauty,94.02,3,0,94.02,282.06,Digital Wallet,Mobile,Yes,3,5,Mar
ORD_003453,CUST_03453,02-03-2023,33,Female,Istanbul,Home & Garden,679.55,5,0,679.55,3397.75,Debit Card,Desktop,Yes,4,3,Mar
ORD_001173,CUST_01173,02-03-2023,36,Female,Istanbul,Toys,15.7,1,0,15.7,15.7,Debit Card,Mobile,Yes,3,2,Mar
ORD_004367,CUST_04367,02-03-2023,28,Male,Izmir,Electronics,649.31,2,0,649.31,1298.62,Debit Card,Desktop,No,4,3,Mar
ORD_004255,CUST_04255,02-03-2023,37,Female,Antalya,Food,154.55,5,0,154.55,772.75,Digital Wallet,Mobile,Yes,11,4,Mar
ORD_001381,CUST_01381,02-03-2023,43,Male,Istanbul,Books,62.34,2,0,62.34,124.68,Credit Card,Tablet,Yes,7,4,Mar
ORD_004555,CUST_04555,03-03-2023,34,Female,Istanbul,Fashion,194.24,4,0,194.24,776.96,Bank Transfer,Desktop,Yes,12,2,Mar
ORD_002079,CUST_02079,03-03-2023,33,Male,Kayseri,Fashion,150.41,3,0,150.41,451.23,Debit Card,Tablet,Yes,7,5,Mar
ORD_001102,CUST_01102,03-03-2023,18,Male,Ankara,Toys,117.54,1,0,117.54,117.54,Cash on Delivery,Desktop,No,6,4,Mar
ORD_004967,CUST_04967,03-03-2023,23,Female,Ankara,Fashion,80.77,2,0,80.77,161.54,Debit Card,Mobile,Yes,3,5,Mar
ORD_000274,CUST_00274,03-03-2023,35,Male,Ankara,Fashion,154.55,3,32.39,143.75,431.26,Bank Transfer,Mobile,Yes,8,3,Mar
ORD_001098,CUST_01098,03-03-2023,18,Male,Bursa,Food,61.9,2,0,61.9,123.8,Bank Transfer,Mobile,No,9,5,Mar
ORD_004739,CUST_04739,03-03-2023,18,Male,Konya,Toys,142.22,1,0,142.22,142.22,Digital Wallet,Mobile,Yes,5,4,Mar
ORD_000420,CUST_00420,03-03-2023,35,Male,Izmir,Food,30.6,1,2.2,28.4,28.4,Debit Card,Mobile,No,4,5,Mar
ORD_000977,CUST_00977,03-03-2023,29,Male,Ankara,Food,71.69,4,0,71.69,286.76,Credit Card,Mobile,Yes,3,4,Mar
ORD_004957,CUST_04957,03-03-2023,32,Female,Gaziantep,Home & Garden,357.1,1,41.86,315.24,315.24,Credit Card,Desktop,No,6,4,Mar
ORD_004828,CUST_04828,03-03-2023,44,Female,Ankara,Fashion,393.1,1,0,393.1,393.1,Digital Wallet,Mobile,Yes,9,4,Mar
ORD_001363,CUST_01363,04-03-2023,36,Male,Kayseri,Sports,1049.07,2,0,1049.07,2098.14,Debit Card,Desktop,No,9,5,Mar
ORD_000768,CUST_00768,04-03-2023,56,Female,Gaziantep,Home & Garden,1097.89,1,0,1097.89,1097.89,Credit Card,Desktop,No,6,4,Mar
ORD_002752,CUST_02752,04-03-2023,53,Female,Ankara,Toys,311.84,5,0,311.84,1559.2,Credit Card,Desktop,Yes,8,4,Mar
ORD_003151,CUST_03151,04-03-2023,45,Male,Istanbul,Toys,380.9,2,0,380.9,761.8,Credit Card,Desktop,Yes,6,4,Mar
ORD_001945,CUST_01945,04-03-2023,42,Male,Adana,Home & Garden,623.02,4,0,623.02,2492.08,Digital Wallet,Desktop,No,8,5,Mar
ORD_002720,CUST_02720,04-03-2023,36,Female,Gaziantep,Food,32.88,5,0,32.88,164.4,Digital Wallet,Desktop,No,5,5,Mar
ORD_002483,CUST_02483,04-03-2023,58,Female,Antalya,Fashion,277.94,4,64.83,261.73,1046.93,Credit Card,Desktop,Yes,7,4,Mar
ORD_001774,CUST_01774,04-03-2023,37,Female,Istanbul,Beauty,210.25,1,0,210.25,210.25,Credit Card,Desktop,Yes,13,5,Mar
ORD_002907,CUST_02907,04-03-2023,30,Female,Konya,Books,54.38,5,0,54.38,271.9,Credit Card,Tablet,No,7,5,Mar
ORD_001257,CUST_01257,05-03-2023,55,Female,Ankara,Toys,104.8,2,0,104.8,209.6,Debit Card,Desktop,Yes,11,4,Mar
ORD_002417,CUST_02417,05-03-2023,41,Male,Istanbul,Books,18.97,2,0,18.97,37.94,Digital Wallet,Desktop,Yes,4,5,Mar
ORD_000064,CUST_00064,05-03-2023,20,Female,Bursa,Food,137.93,3,36.19,125.87,377.6,Credit Card,Mobile,Yes,11,4,Mar
ORD_002600,CUST_02600,05-03-2023,29,Female,Istanbul,Home & Garden,578.82,1,35.73,543.09,543.09,Credit Card,Desktop,Yes,8,5,Mar
ORD_000664,CUST_00664,05-03-2023,28,Female,Ankara,Fashion,369.47,1,0,369.47,369.47,Debit Card,Mobile,No,5,4,Mar
ORD_001693,CUST_01693,05-03-2023,45,Female,Istanbul,Sports,506.47,1,0,506.47,506.47,Debit Card,Desktop,Yes,11,4,Mar
ORD_004606,CUST_04606,05-03-2023,31,Female,Ankara,Toys,133.66,1,0,133.66,133.66,Credit Card,Tablet,No,14,4,Mar
ORD_002807,CUST_02807,05-03-2023,34,Female,Bursa,Food,169.96,2,0,169.96,339.92,Digital Wallet,Desktop,Yes,13,2,Mar
ORD_004502,CUST_04502,05-03-2023,18,Female,Izmir,Food,43.65,1,0,43.65,43.65,Debit Card,Desktop,No,5,4,Mar
ORD_001137,CUST_01137,06-03-2023,49,Female,Ankara,Electronics,2592.98,1,0,2592.98,2592.98,Debit Card,Mobile,Yes,5,4,Mar
ORD_001465,CUST_01465,06-03-2023,28,Male,Bursa,Beauty,197.25,1,0,197.25,197.25,Cash on Delivery,Desktop,Yes,6,2,Mar
ORD_002672,CUST_02672,06-03-2023,41,Female,Bursa,Electronics,795.84,2,0,795.84,1591.68,Credit Card,Mobile,Yes,6,3,Mar
ORD_001877,CUST_01877,06-03-2023,28,Male,Istanbul,Toys,138.63,1,12.39,126.24,126.24,Debit Card,Mobile,Yes,4,4,Mar
ORD_001833,CUST_01833,06-03-2023,46,Male,Bursa,Beauty,165.59,1,43.75,121.84,121.84,Digital Wallet,Mobile,No,6,4,Mar
ORD_004756,CUST_04756,06-03-2023,38,Female,Bursa,Books,20.37,2,4.56,18.09,36.18,Debit Card,Desktop,No,2,2,Mar
ORD_001789,CUST_01789,06-03-2023,38,Male,Istanbul,Food,49.85,4,5.83,48.39,193.57,Credit Card,Mobile,No,4,3,Mar
ORD_002826,CUST_02826,06-03-2023,55,Female,Istanbul,Sports,459.35,3,102.78,425.09,1275.27,Bank Transfer,Mobile,Yes,5,5,Mar
ORD_001130,CUST_01130,06-03-2023,38,Male,Istanbul,Books,28.58,1,0,28.58,28.58,Debit Card,Desktop,Yes,3,4,Mar
ORD_002783,CUST_02783,06-03-2023,20,Female,Eskisehir,Food,115.77,5,0,115.77,578.85,Debit Card,Mobile,Yes,5,4,Mar
ORD_000248,CUST_00248,06-03-2023,27,Male,Adana,Home & Garden,353.9,1,29.33,324.57,324.57,Bank Transfer,Tablet,No,6,5,Mar
ORD_000932,CUST_00932,06-03-2023,57,Male,Ankara,Electronics,3277.3,1,260.97,3016.33,3016.33,Debit Card,Mobile,No,9,3,Mar
ORD_004417,CUST_04417,06-03-2023,38,Female,Ankara,Fashion,49.62,5,14.07,46.81,234.03,Bank Transfer,Tablet,Yes,15,5,Mar
ORD_002792,CUST_02792,07-03-2023,28,Female,Istanbul,Electronics,1388.1,1,0,1388.1,1388.1,Debit Card,Mobile,No,11,4,Mar
ORD_003458,CUST_03458,07-03-2023,30,Male,Antalya,Sports,364.71,2,0,364.71,729.42,Credit Card,Mobile,Yes,4,4,Mar
ORD_002989,CUST_02989,07-03-2023,21,Male,Eskisehir,Food,28.18,3,0,28.18,84.54,Credit Card,Mobile,No,2,5,Mar
ORD_002308,CUST_02308,07-03-2023,32,Male,Bursa,Beauty,99.12,5,0,99.12,495.6,Credit Card,Desktop,Yes,2,2,Mar
ORD_000540,CUST_00540,07-03-2023,28,Male,Kayseri,Electronics,549.32,3,155.64,497.44,1492.32,Credit Card,Desktop,Yes,4,3,Mar
ORD_000249,CUST_00249,07-03-2023,56,Female,Antalya,Sports,77.87,2,13.24,71.25,142.5,Debit Card,Mobile,Yes,2,4,Mar
ORD_000877,CUST_00877,07-03-2023,28,Male,Eskisehir,Fashion,198.8,1,50.86,147.94,147.94,Digital Wallet,Mobile,Yes,9,1,Mar
ORD_000676,CUST_00676,07-03-2023,25,Female,Ankara,Sports,340.59,5,0,340.59,1702.95,Digital Wallet,Mobile,Yes,7,3,Mar
ORD_004486,CUST_04486,08-03-2023,18,Male,Konya,Books,148.6,1,29.7,118.9,118.9,Digital Wallet,Desktop,Yes,2,5,Mar
ORD_001937,CUST_01937,08-03-2023,38,Male,Istanbul,Fashion,198.64,3,0,198.64,595.92,Credit Card,Mobile,Yes,11,5,Mar
ORD_002767,CUST_02767,08-03-2023,34,Male,Ankara,Fashion,439.35,2,0,439.35,878.7,Digital Wallet,Desktop,Yes,3,4,Mar
ORD_004927,CUST_04927,08-03-2023,29,Female,Kayseri,Food,67.01,3,19.84,60.4,181.19,Credit Card,Desktop,Yes,6,5,Mar
ORD_002085,CUST_02085,08-03-2023,28,Female,Kayseri,Beauty,227.82,5,23.51,223.12,1115.59,Cash on Delivery,Mobile,No,3,4,Mar
ORD_002297,CUST_02297,08-03-2023,40,Male,Istanbul,Electronics,3374.67,4,778.25,3180.11,12720.43,Debit Card,Desktop,Yes,6,5,Mar
ORD_002898,CUST_02898,08-03-2023,55,Male,Konya,Sports,1273.41,3,0,1273.41,3820.23,Credit Card,Desktop,No,4,3,Mar
ORD_001812,CUST_01812,08-03-2023,36,Female,Bursa,Beauty,253.75,1,22.6,231.15,231.15,Bank Transfer,Tablet,Yes,5,4,Mar
ORD_000517,CUST_00517,08-03-2023,41,Female,Konya,Food,37.49,5,0,37.49,187.45,Credit Card,Desktop,Yes,8,3,Mar
ORD_002801,CUST_02801,08-03-2023,37,Female,Ankara,Beauty,66.14,3,7.36,63.69,191.06,Digital Wallet,Mobile,Yes,6,3,Mar
ORD_004420,CUST_04420,09-03-2023,18,Female,Gaziantep,Books,20.21,4,0,20.21,80.84,Digital Wallet,Mobile,Yes,11,4,Mar
ORD_001653,CUST_01653,09-03-2023,37,Female,Izmir,Home & Garden,704.6,2,0,704.6,1409.2,Bank Transfer,Desktop,Yes,4,5,Mar
ORD_000460,CUST_00460,09-03-2023,20,Male,Konya,Fashion,96.23,2,0,96.23,192.46,Digital Wallet,Desktop,No,3,4,Mar
ORD_001357,CUST_01357,09-03-2023,28,Male,Izmir,Food,54.56,2,0,54.56,109.12,Bank Transfer,Desktop,Yes,4,3,Mar
ORD_001645,CUST_01645,09-03-2023,22,Male,Istanbul,Toys,33.81,1,4.49,29.32,29.32,Credit Card,Desktop,Yes,4,1,Mar
ORD_001821,CUST_01821,09-03-2023,33,Female,Istanbul,Home & Garden,328.87,4,0,328.87,1315.48,Digital Wallet,Mobile,No,6,5,Mar
ORD_000303,CUST_00303,09-03-2023,43,Male,Izmir,Sports,228.88,1,0,228.88,228.88,Debit Card,Desktop,Yes,6,4,Mar
ORD_004559,CUST_04559,09-03-2023,28,Female,Ankara,Books,78.05,2,0,78.05,156.1,Debit Card,Tablet,No,6,2,Mar
ORD_004544,CUST_04544,09-03-2023,27,Female,Istanbul,Toys,146.8,1,0,146.8,146.8,Debit Card,Desktop,Yes,9,3,Mar
ORD_000442,CUST_00442,09-03-2023,34,Male,Bursa,Food,45.6,2,6.6,42.3,84.6,Credit Card,Mobile,No,5,3,Mar
ORD_004659,CUST_04659,09-03-2023,37,Female,Kayseri,Food,24.99,2,5.65,22.17,44.33,Credit Card,Mobile,No,4,4,Mar
ORD_002350,CUST_02350,09-03-2023,30,Female,Istanbul,Food,94.31,2,0,94.31,188.62,Digital Wallet,Mobile,Yes,6,3,Mar
ORD_003927,CUST_03927,09-03-2023,46,Female,Bursa,Home & Garden,966.91,3,0,966.91,2900.73,Debit Card,Mobile,Yes,6,4,Mar
ORD_004511,CUST_04511,09-03-2023,20,Female,Adana,Sports,580.6,5,78.58,564.88,2824.42,Digital Wallet,Desktop,Yes,8,5,Mar
ORD_003397,CUST_03397,09-03-2023,41,Male,Istanbul,Sports,260.52,1,37.61,222.91,222.91,Credit Card,Desktop,Yes,10,5,Mar
ORD_000770,CUST_00770,10-03-2023,56,Male,Gaziantep,Sports,192.74,1,0,192.74,192.74,Credit Card,Mobile,No,6,2,Mar
ORD_003449,CUST_03449,10-03-2023,30,Female,Izmir,Home & Garden,190.97,3,0,190.97,572.91,Debit Card,Desktop,No,4,2,Mar
ORD_003584,CUST_03584,10-03-2023,20,Male,Izmir,Books,23.74,5,0,23.74,118.7,Digital Wallet,Desktop,No,3,4,Mar
ORD_004578,CUST_04578,10-03-2023,56,Female,Istanbul,Sports,240.19,2,0,240.19,480.38,Credit Card,Mobile,No,3,1,Mar
ORD_003339,CUST_03339,10-03-2023,41,Male,Istanbul,Food,136.14,2,0,136.14,272.28,Debit Card,Mobile,Yes,6,4,Mar
ORD_004917,CUST_04917,10-03-2023,47,Female,Istanbul,Fashion,226.06,3,0,226.06,678.18,Credit Card,Mobile,Yes,10,3,Mar
ORD_000485,CUST_00485,10-03-2023,25,Female,Kayseri,Electronics,1852.09,1,0,1852.09,1852.09,Cash on Delivery,Mobile,Yes,10,4,Mar
ORD_002961,CUST_02961,10-03-2023,25,Female,Gaziantep,Electronics,2132.7,1,0,2132.7,2132.7,Credit Card,Desktop,No,7,4,Mar
ORD_003258,CUST_03258,10-03-2023,26,Male,Bursa,Sports,1063.19,1,0,1063.19,1063.19,Bank Transfer,Mobile,Yes,7,5,Mar
ORD_004253,CUST_04253,10-03-2023,37,Female,Istanbul,Sports,399.65,5,0,399.65,1998.25,Bank Transfer,Desktop,Yes,14,3,Mar
ORD_002550,CUST_02550,10-03-2023,60,Female,Kayseri,Electronics,1252.54,3,0,1252.54,3757.62,Cash on Delivery,Mobile,Yes,11,4,Mar
ORD_004409,CUST_04409,11-03-2023,41,Male,Izmir,Food,32.76,1,0,32.76,32.76,Credit Card,Tablet,Yes,3,5,Mar
ORD_004945,CUST_04945,11-03-2023,55,Male,Ankara,Beauty,76.46,4,5.31,75.13,300.53,Debit Card,Mobile,No,8,5,Mar
ORD_004293,CUST_04293,11-03-2023,18,Male,Konya,Home & Garden,834.19,4,0,834.19,3336.76,Bank Transfer,Mobile,Yes,2,4,Mar
ORD_001405,CUST_01405,11-03-2023,46,Female,Antalya,Home & Garden,344.01,3,76.31,318.57,955.72,Digital Wallet,Desktop,Yes,8,5,Mar
ORD_003432,CUST_03432,11-03-2023,51,Female,Eskisehir,Beauty,105.79,3,0,105.79,317.37,Bank Transfer,Mobile,Yes,5,5,Mar
ORD_002567,CUST_02567,11-03-2023,23,Female,Bursa,Food,43.45,3,0,43.45,130.35,Digital Wallet,Mobile,No,8,4,Mar
ORD_001734,CUST_01734,11-03-2023,31,Female,Antalya,Books,57.97,3,0,57.97,173.91,Debit Card,Mobile,Yes,2,1,Mar
ORD_000889,CUST_00889,11-03-2023,42,Female,Gaziantep,Home & Garden,159.38,1,0,159.38,159.38,Bank Transfer,Mobile,No,5,5,Mar
ORD_002721,CUST_02721,11-03-2023,58,Female,Izmir,Toys,105.38,3,9.21,102.31,306.93,Credit Card,Mobile,Yes,5,5,Mar
ORD_003989,CUST_03989,11-03-2023,58,Male,Istanbul,Books,98.28,2,11.84,92.36,184.72,Credit Card,Mobile,No,7,4,Mar
ORD_004008,CUST_04008,11-03-2023,27,Female,Istanbul,Books,15.18,2,3.16,13.6,27.2,Bank Transfer,Mobile,Yes,7,3,Mar
ORD_002453,CUST_02453,12-03-2023,34,Male,Adana,Books,39.11,1,0,39.11,39.11,Digital Wallet,Desktop,Yes,9,5,Mar
ORD_004742,CUST_04742,12-03-2023,40,Male,Istanbul,Sports,567.61,5,0,567.61,2838.05,Debit Card,Mobile,Yes,4,5,Mar
ORD_003723,CUST_03723,12-03-2023,18,Female,Istanbul,Books,31.33,1,0,31.33,31.33,Debit Card,Mobile,Yes,4,4,Mar
ORD_003102,CUST_03102,12-03-2023,45,Male,Izmir,Food,100.05,5,0,100.05,500.25,Debit Card,Desktop,Yes,8,3,Mar
ORD_003203,CUST_03203,12-03-2023,37,Male,Konya,Toys,181.68,2,0,181.68,363.36,Credit Card,Desktop,No,4,3,Mar
ORD_004572,CUST_04572,12-03-2023,31,Male,Istanbul,Food,48.67,1,3.61,45.06,45.06,Credit Card,Mobile,No,5,3,Mar
ORD_002331,CUST_02331,12-03-2023,31,Female,Izmir,Fashion,394.1,1,0,394.1,394.1,Credit Card,Mobile,Yes,5,1,Mar
ORD_000158,CUST_00158,12-03-2023,40,Male,Gaziantep,Fashion,351.6,4,0,351.6,1406.4,Credit Card,Mobile,No,19,3,Mar
ORD_002692,CUST_02692,12-03-2023,32,Male,Istanbul,Books,45.06,2,7.33,41.4,82.79,Cash on Delivery,Desktop,Yes,2,3,Mar
ORD_001632,CUST_01632,12-03-2023,24,Male,Adana,Sports,238.78,2,0,238.78,477.56,Debit Card,Desktop,No,7,2,Mar
ORD_003181,CUST_03181,12-03-2023,46,Male,Izmir,Toys,326.94,1,62.18,264.76,264.76,Digital Wallet,Tablet,No,2,3,Mar
ORD_002403,CUST_02403,12-03-2023,28,Male,Istanbul,Electronics,1493.14,1,244.04,1249.1,1249.1,Debit Card,Desktop,Yes,7,5,Mar
ORD_000816,CUST_00816,12-03-2023,18,Male,Izmir,Beauty,23.34,1,0,23.34,23.34,Digital Wallet,Desktop,No,3,5,Mar
ORD_002074,CUST_02074,12-03-2023,37,Male,Gaziantep,Sports,170.57,1,21.04,149.53,149.53,Credit Card,Mobile,No,2,5,Mar
ORD_004267,CUST_04267,12-03-2023,38,Female,Bursa,Electronics,141.76,2,0,141.76,283.52,Debit Card,Desktop,Yes,5,1,Mar
ORD_003007,CUST_03007,12-03-2023,40,Female,Istanbul,Books,24.78,1,0,24.78,24.78,Debit Card,Desktop,Yes,8,4,Mar
ORD_003017,CUST_03017,13-03-2023,18,Female,Ankara,Books,139.33,2,38.28,120.19,240.38,Debit Card,Desktop,Yes,8,5,Mar
ORD_004384,CUST_04384,13-03-2023,37,Male,Adana,Electronics,2486.46,1,0,2486.46,2486.46,Credit Card,Desktop,No,8,3,Mar
ORD_000008,CUST_00008,13-03-2023,44,Female,Konya,Food,24.55,2,0,24.55,49.1,Debit Card,Desktop,No,7,5,Mar
ORD_003963,CUST_03963,13-03-2023,35,Male,Antalya,Electronics,876.37,1,0,876.37,876.37,Debit Card,Desktop,Yes,3,4,Mar
ORD_003860,CUST_03860,13-03-2023,32,Female,Ankara,Food,7.87,1,0,7.87,7.87,Debit Card,Desktop,No,9,2,Mar
ORD_000341,CUST_00341,13-03-2023,25,Female,Ankara,Sports,352.49,1,0,352.49,352.49,Debit Card,Mobile,No,3,4,Mar
ORD_003297,CUST_03297,13-03-2023,55,Male,Istanbul,Toys,48.02,5,3.57,47.31,236.53,Debit Card,Desktop,Yes,5,5,Mar
ORD_000145,CUST_00145,13-03-2023,38,Female,Bursa,Food,71.14,4,9.13,68.86,275.43,Credit Card,Desktop,Yes,1,2,Mar
ORD_002755,CUST_02755,13-03-2023,34,Male,Kayseri,Beauty,63.28,1,0,63.28,63.28,Debit Card,Mobile,Yes,5,5,Mar
ORD_003704,CUST_03704,13-03-2023,24,Male,Izmir,Sports,284.52,3,0,284.52,853.56,Credit Card,Mobile,Yes,7,3,Mar
